sentence,sentiment,polarity,subjectivity,index
"In America, we know that faith and family, not government and bureaucracy, are the center of American life.","Sentiment(polarity=-0.05, subjectivity=0.05)",-0.05,0.05,866
"The motto is, ""In God We Trust.""","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,867
"And we celebrate our police, our military, and our amazing veterans as heroes who deserve our total and unwavering support.","Sentiment(polarity=0.1666666666666667, subjectivity=0.5833333333333334)",0.166666667,0.583333333,868
"Here tonight is Preston Sharp, a 12-year-old boy from Redding, California, who noticed that veterans' graves were not marked with flags on Veterans Day.","Sentiment(polarity=-0.0875, subjectivity=0.675)",-0.0875,0.675,869
"He decided all by himself to change that and started a movement that has now placed 40,000 flags at the graves of our great heroes.","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,870
"Preston, a job well done.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,871
"Young patriots, like Preston, teach all of us about our civic duty as Americans.","Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,872
"And I met Preston a little while ago, and he is something very special, that I can tell you.","Sentiment(polarity=0.13839285714285715, subjectivity=0.6214285714285714)",0.138392857,0.621428571,873
Great future.,"Sentiment(polarity=0.4, subjectivity=0.4375)",0.4,0.4375,874
"Thank you very much for all you've done, Preston.","Sentiment(polarity=0.26, subjectivity=0.26)",0.26,0.26,875
Thank you very much.,"Sentiment(polarity=0.26, subjectivity=0.26)",0.26,0.26,876
"Preston's reverence for those who have served our Nation reminds us of why we salute our flag, why we put our hands on our hearts for the Pledge of Allegiance, and why we proudly stand for the national anthem.","Sentiment(polarity=0.8, subjectivity=1.0)",0.8,1,877
"Americans love their country, and they deserve a Government that shows them the same love and loyalty in return.","Sentiment(polarity=0.3333333333333333, subjectivity=0.44166666666666665)",0.333333333,0.441666667,878
"For the last year, we have sought to restore the bonds of trust between our citizens and their Government.","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,879
"Working with the Senate, we are appointing judges who will interpret the Constitution as written, including a great new Supreme Court Justice and more circuit court judges than any new administration in the history of our country.","Sentiment(polarity=0.3931818181818182, subjectivity=0.5397727272727273)",0.393181818,0.539772727,880
We are totally defending our Second Amendment and have taken historic actions to protect religious liberty.,"Sentiment(polarity=0.0, subjectivity=0.25)",0,0.25,881
"And we are serving our brave veterans, including giving our veterans choice in their health care decisions.","Sentiment(polarity=0.8, subjectivity=1.0)",0.8,1,882
"Last year, Congress also passed, and I signed, the landmark VA Accountability Act.","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,883
"Since its passage, my administration has already removed more than 1,500 VA employees who failed to give our veterans the care they deserve.","Sentiment(polarity=0.0, subjectivity=0.4)",0,0.4,884
And we are hiring talented people who love our vets as much as we do.,"Sentiment(polarity=0.4666666666666666, subjectivity=0.5666666666666667)",0.466666667,0.566666667,885
"And I will not stop until our veterans are properly taken care of, which has been my promise to them from the very beginning of this great journey.","Sentiment(polarity=0.3333333333333333, subjectivity=0.3833333333333333)",0.333333333,0.383333333,886
"All Americans deserve accountability and respect, and that's what we are giving to our wonderful heroes, our veterans.","Sentiment(polarity=1.0, subjectivity=1.0)",1,1,887
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,888
So tonight I call on Congress to empower every Cabinet Secretary with the authority to reward good workers and to remove Federal employees who undermine the public trust or fail the American people.,"Sentiment(polarity=0.04999999999999999, subjectivity=0.24166666666666667)",0.05,0.241666667,889
"In our drive to make Washington accountable, we have eliminated more regulations in our first year than any administration in the history of our country.","Sentiment(polarity=0.375, subjectivity=0.41666666666666663)",0.375,0.416666667,890
"We have ended the war on American energy, and we have ended the war on beautiful, clean coal.","Sentiment(polarity=0.4055555555555556, subjectivity=0.5666666666666668)",0.405555556,0.566666667,891
"We are now, very proudly, an exporter of energy to the world.","Sentiment(polarity=1.0, subjectivity=1.0)",1,1,892
"In Detroit, I halted Government mandates that crippled America's great, beautiful autoworkers so that we can get Motor City revving its engines again.","Sentiment(polarity=0.825, subjectivity=0.875)",0.825,0.875,893
And that's what's happening.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,894
"Many car companies are now building and expanding plants in the United States, something we haven't seen for decades.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,895
Chrysler is moving a major plant from Mexico to Michigan.,"Sentiment(polarity=0.0625, subjectivity=0.5)",0.0625,0.5,896
"Toyota and Mazda are opening up a plant in Alabama, a big one.","Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,897
And we haven't seen this in a long time.,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,898
It's all coming back.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,899
"Very soon, auto plants and other plants will be opening up all over our country.","Sentiment(polarity=0.037500000000000006, subjectivity=0.3375)",0.0375,0.3375,900
This is all news Americans are totally unaccustomed to hearing.,"Sentiment(polarity=0.0, subjectivity=0.75)",0,0.75,901
"For many years, companies and jobs were only leaving us.","Sentiment(polarity=0.25, subjectivity=0.75)",0.25,0.75,902
But now they are roaring back.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,903
They're coming back.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,904
They want to be where the action is.,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,905
They want to be in the United States of America.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,906
That's where they want to be.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,907
Exciting progress is happening every single day.,"Sentiment(polarity=0.11428571428571428, subjectivity=0.5071428571428571)",0.114285714,0.507142857,908
"To speed access to breakthrough cures and affordable generic drugs, last year, the FDA approved more new and generic drugs and medical devices than ever before in our country's history.","Sentiment(polarity=0.10606060606060606, subjectivity=0.17020202020202022)",0.106060606,0.17020202,909
We also believe that patients with terminal conditions and terminal illness should have access to experimental treatment immediately that could potentially save their lives.,"Sentiment(polarity=0.05, subjectivity=0.7)",0.05,0.7,910
People who are terminally ill should not have to go from country to country to seek a cure.,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1,911
I want to give them a chance right here at home.,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.285714286,0.535714286,912
"It's time for Congress to give these wonderful, incredible Americans the right to try.","Sentiment(polarity=0.7285714285714285, subjectivity=0.8119047619047618)",0.728571429,0.811904762,913
[Applause] Right?,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.285714286,0.535714286,914
One of my greatest priorities is to reduce the price of prescription drugs.,"Sentiment(polarity=1.0, subjectivity=1.0)",1,1,915
"In many other countries, these drugs cost far less than what we pay in the United States.","Sentiment(polarity=0.07708333333333334, subjectivity=0.48541666666666666)",0.077083333,0.485416667,916
"And it's very, very unfair.","Sentiment(polarity=-0.65, subjectivity=1.0)",-0.65,1,917
That is why I have directed my administration to make fixing the injustice of high drug prices one of my top priorities for the year.,"Sentiment(polarity=0.33, subjectivity=0.52)",0.33,0.52,918
And prices will come down substantially.,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",-0.155555556,0.288888889,919
Watch.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,920
"America has also finally turned the page on decades of unfair trade deals that sacrificed our prosperity and shipped away our companies, our jobs, and our wealth.","Sentiment(polarity=-0.25, subjectivity=1.0)",-0.25,1,921
"Our Nation has lost its wealth, but we're getting it back so fast.","Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,922
The era of economic surrender is totally over.,"Sentiment(polarity=0.1, subjectivity=0.475)",0.1,0.475,923
"From now on, we expect trading relationships to be fair and, very importantly, reciprocal.","Sentiment(polarity=0.61, subjectivity=0.95)",0.61,0.95,924
We will work to fix bad trade deals and negotiate new ones.,"Sentiment(polarity=-0.28181818181818175, subjectivity=0.5606060606060606)",-0.281818182,0.560606061,925
"And they'll be good ones, but they'll be fair.","Sentiment(polarity=0.7, subjectivity=0.75)",0.7,0.75,926
And we will protect American workers and American intellectual property through strong enforcement of our trade rules.,"Sentiment(polarity=0.18333333333333332, subjectivity=0.2833333333333333)",0.183333333,0.283333333,927
"As we rebuild our industries, it is also time to rebuild our crumbling infrastructure.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,928
America is a nation of builders.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,929
We built the Empire State Building in just 1 year.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,930
Isn't it a disgrace that it can now take 10 years just to get a minor permit approved for the building of a simple road?,"Sentiment(polarity=-0.025, subjectivity=0.2785714285714286)",-0.025,0.278571429,931
"I am asking both parties to come together to give us safe, fast, reliable, and modern infrastructure that our economy needs and our people deserve.","Sentiment(polarity=0.3, subjectivity=0.46666666666666673)",0.3,0.466666667,932
Tonight I'm calling on Congress to produce a bill that generates at least $1.5 trillion for the new infrastructure investment that our country so desperately needs.,"Sentiment(polarity=-0.2545454545454546, subjectivity=0.6181818181818182)",-0.254545455,0.618181818,933
"Every Federal dollar should be leveraged by partnering with State and local governments and, where appropriate, tapping into private sector investment to permanently fix the infrastructure deficit.","Sentiment(polarity=0.16666666666666666, subjectivity=0.2916666666666667)",0.166666667,0.291666667,934
And we can do it.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,935
"Any bill must also streamline the permitting and approval process, getting it down to no more than 2 years and perhaps even 1.","Sentiment(polarity=-0.20277777777777778, subjectivity=0.3944444444444445)",-0.202777778,0.394444444,936
"Together, we can reclaim our great building heritage.","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,937
"We will build gleaming new roads, bridges, highways, railways, and waterways all across our land.","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,938
And we will do it with American heart and American hands and American grit.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,939
We want every American to know the dignity of a hard day's work.,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.2708333333333333)",-0.145833333,0.270833333,940
We want every child to be safe in their home at night.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,941
And we want every citizen to be proud of this land that we all love so much.,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,942
"We can lift our citizens from welfare to work, from dependence to independence, and from poverty to prosperity.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,943
"As tax cuts create new jobs, let's invest in workforce development, and let's invest in job training, which we need so badly.","Sentiment(polarity=-0.28181818181818175, subjectivity=0.5606060606060606)",-0.281818182,0.560606061,944
Let's open great vocational schools so our future workers can learn a craft and realize their full potential.,"Sentiment(polarity=0.2416666666666667, subjectivity=0.5541666666666667)",0.241666667,0.554166667,945
And let's support working families by supporting paid family leave.,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,946
"As America regains its strength, opportunity must be extended to all citizens.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,947
"That is why this year, we will embark on reforming our prisons to help former inmates, who have served their time, get a second chance at life.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,948
"Struggling communities, especially immigrant communities, will also be helped by immigration policies that focus on the best interests of American workers and American families.","Sentiment(polarity=0.25, subjectivity=0.325)",0.25,0.325,949
"For decades, open borders have allowed drugs and gangs to pour into our most vulnerable communities.","Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,950
They've allowed millions of low-wage workers to compete for jobs and wages against the poorest Americans.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,951
"Most tragically, they have caused the loss of many innocent lives.","Sentiment(polarity=0.5, subjectivity=0.5666666666666667)",0.5,0.566666667,952
"Here tonight are two fathers and two mothers: Evelyn Rodriguez, Freddy Cuevas, Elizabeth Alvarado, and Robert Mickens.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,953
Their two teenage daughters�Kayla Cuevas and Nisa Mickens�were close friends on Long Island.,"Sentiment(polarity=-0.025, subjectivity=0.2)",-0.025,0.2,954
"But in September 2016, on the eve of Nisa's 16th birthday�such a happy time it should have been�neither of them came home.","Sentiment(polarity=0.8, subjectivity=1.0)",0.8,1,955
These two precious girls were brutally murdered while walking together in their hometown.,"Sentiment(polarity=-0.1875, subjectivity=1.0)",-0.1875,1,956
Six members of the savage MS-13 gang have been charged with Kayla and Nisa's murders.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,957
"Many of these gang members took advantage of glaring loopholes in our laws to enter the country as illegal, unaccompanied alien minors, and wound up in Kayla and Nisa's high school.","Sentiment(polarity=-0.0225, subjectivity=0.5725)",-0.0225,0.5725,958
"Evelyn, Elizabeth, Freddy, and Robert: Tonight everyone in this chamber is praying for you.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,959
Everyone in America is grieving for you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,960
Please stand.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,961
Thank you very much.,"Sentiment(polarity=0.26, subjectivity=0.26)",0.26,0.26,962
I want you to know that 320 million hearts are right now breaking for you.,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.285714286,0.535714286,963
We love you.,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,964
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,965
"While we cannot imagine the depths of that kind of sorrow, we can make sure that other families never have to endure this kind of pain.","Sentiment(polarity=0.39375000000000004, subjectivity=0.7659722222222222)",0.39375,0.765972222,966
Tonight I am calling on Congress to finally close the deadly loopholes that have allowed MS-13 and other criminal gangs to break into our country.,"Sentiment(polarity=-0.18125000000000002, subjectivity=0.58125)",-0.18125,0.58125,967
"We have proposed new legislation that will fix our immigration laws and support our ICE and Border Patrol agents�these are great people; these are great, great people�that work so hard in the midst of such danger so that this can never happen again.","Sentiment(polarity=0.3741161616161616, subjectivity=0.6243686868686869)",0.374116162,0.624368687,968
The United States is a compassionate nation.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,969
"We are proud that we do more than any other country anywhere in the world to help the needy, the struggling, and the underprivileged all over the world.","Sentiment(polarity=0.39166666666666666, subjectivity=0.625)",0.391666667,0.625,970
"But as President of the United States, my highest loyalty, my greatest compassion, my constant concern is for America's children, America's struggling workers, and America's forgotten communities.","Sentiment(polarity=0.5, subjectivity=0.6666666666666666)",0.5,0.666666667,971
I want our youth to grow up to achieve great things.,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,972
I want our poor to have their chance to rise.,"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6,973
"So tonight I am extending an open hand to work with members of both parties, Democrats and Republicans, to protect our citizens of every background, color, religion, and creed.","Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,974
"My duty, and the sacred duty of every elected official in this Chamber, is to defend Americans, to protect their safety, their families, their communities, and their right to the American Dream.","Sentiment(polarity=0.14285714285714285, subjectivity=0.26785714285714285)",0.142857143,0.267857143,975
Because Americans are dreamers too.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,976
"Here tonight is one leader in the effort to defend our country, Homeland Security Investigations Special Agent Celestino Martinez.","Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.357142857,0.571428571,977
"He goes by ""D.J.""","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,978
"and ""C.J.""","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,979
"He said, ""Call me either one.""","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,980
"[Laughter] So we'll call you ""C.J.""","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,981
[Laughter] Served 15 years in the Air Force before becoming an ICE agent and spending the last 15 years fighting gang violence and getting dangerous criminals off of our streets.,"Sentiment(polarity=-0.04999999999999999, subjectivity=0.6055555555555556)",-0.05,0.605555556,982
Tough job.,"Sentiment(polarity=-0.3888888888888889, subjectivity=0.8333333333333334)",-0.388888889,0.833333333,983
"At one point, MS-13 leaders ordered C.J.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,984
's murder.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,985
And they wanted it to happen quickly.,"Sentiment(polarity=0.3333333333333333, subjectivity=0.5)",0.333333333,0.5,986
But he did not cave to threats or to fear.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,987
"Last May, he commanded an operation to track down gang members on Long Island.","Sentiment(polarity=-0.06851851851851853, subjectivity=0.2518518518518518)",-0.068518519,0.251851852,988
"His team has arrested nearly 400, including more than 220 MS-13 gang members.","Sentiment(polarity=0.3, subjectivity=0.45)",0.3,0.45,989
"And I have to tell you, what the Border Patrol and ICE have done, we have sent thousands and thousands and thousands of MS-13 horrible people out of this country or into our prisons.","Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,990
"So I just want to congratulate you, C.J.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,991
You're a brave guy.,"Sentiment(polarity=0.8, subjectivity=1.0)",0.8,1,992
Thank you very much.,"Sentiment(polarity=0.26, subjectivity=0.26)",0.26,0.26,993
"And I asked C.J., ""What's the secret?""","Sentiment(polarity=-0.4, subjectivity=0.7)",-0.4,0.7,994
"He said, ""We're just tougher than they are.""","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,995
And I like that answer.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,996
"[Laughter] Now, let's get Congress to send you�and all of the people in this great Chamber have to do it; we have no choice.","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,997
"C.J., we're going to send you reinforcements, and we're going to send them to you quickly.","Sentiment(polarity=0.3333333333333333, subjectivity=0.5)",0.333333333,0.5,998
It's what you need.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,999
"Over the next few weeks, the House and Senate will be voting on an immigration reform package.","Sentiment(polarity=-0.1, subjectivity=0.05)",-0.1,0.05,1000
"In recent months, my administration has met extensively with both Democrats and Republicans to craft a bipartisan approach to immigration reform.","Sentiment(polarity=0.0, subjectivity=0.29166666666666663)",0,0.291666667,1001
"Based on these discussions, we presented Congress with a detailed proposal that should be supported by both parties as a fair compromise, one where nobody gets everything they want, but where our country gets the critical reforms it needs and must have.","Sentiment(polarity=0.3666666666666667, subjectivity=0.8166666666666668)",0.366666667,0.816666667,1002
Here are the four pillars of our plan: The first pillar of our framework generously offers a path to citizenship for 1.8 million illegal immigrants who were brought here by their parents at a young age.,"Sentiment(polarity=-0.012500000000000004, subjectivity=0.30833333333333335)",-0.0125,0.308333333,1003
That covers almost three times more people than the previous administration covered.,"Sentiment(polarity=0.16666666666666669, subjectivity=0.3333333333333333)",0.166666667,0.333333333,1004
"Under our plan, those who meet education and work requirements and show good moral character will be able to become full citizens of the United States over a 12-year period.","Sentiment(polarity=0.38749999999999996, subjectivity=0.5062500000000001)",0.3875,0.50625,1005
The second pillar fully secures the border.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1006
"That means building a great wall on the southern border, and it means hiring more heroes, like C.J., to keep our communities safe.","Sentiment(polarity=0.45, subjectivity=0.4375)",0.45,0.4375,1007
"Crucially, our plan closes the terrible loopholes exploited by criminals and terrorists to enter our country, and it finally ends the horrible and dangerous practice of catch-and-release.","Sentiment(polarity=-0.52, subjectivity=0.9800000000000001)",-0.52,0.98,1008
"The third pillar ends the visa lottery, a program that randomly hands out green cards without any regard for skill, merit, or the safety of American people.","Sentiment(polarity=-0.175, subjectivity=0.2)",-0.175,0.2,1009
"It's time to begin moving toward a merit-based immigration system, one that admits people who are skilled, who want to work, who will contribute to our society, and who will love and respect our country.","Sentiment(polarity=0.5, subjectivity=0.55)",0.5,0.55,1010
The fourth and final pillar protects the nuclear family by ending chain migration.,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,1011
"Under the current broken system, a single immigrant can bring in virtually unlimited numbers of distant relatives.","Sentiment(polarity=-0.14285714285714285, subjectivity=0.3410714285714286)",-0.142857143,0.341071429,1012
"Under our plan, we focus on the immediate family by limiting sponsorships to spouses and minor children.","Sentiment(polarity=-0.05, subjectivity=0.2)",-0.05,0.2,1013
"This vital reform is necessary, not just for our economy, but for our security and for the future of America.","Sentiment(polarity=0.03333333333333333, subjectivity=0.5083333333333333)",0.033333333,0.508333333,1014
"In recent weeks, two terrorist attacks in New York were made possible by the visa lottery and chain migration.","Sentiment(polarity=0.04545454545454545, subjectivity=0.5681818181818182)",0.045454545,0.568181818,1015
"In the age of terrorism, these programs present risks we can just no longer afford.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1016
It's time to reform these outdated immigration rules and finally bring our immigration system into the 21st century.,"Sentiment(polarity=-0.13333333333333336, subjectivity=0.5444444444444444)",-0.133333333,0.544444444,1017
"These four pillars represent a down-the-middle compromise and one that will create a safe, modern, and lawful immigration system.","Sentiment(polarity=0.2333333333333333, subjectivity=0.26666666666666666)",0.233333333,0.266666667,1018
"For over 30 years, Washington has tried and failed to solve this problem.","Sentiment(polarity=-0.5, subjectivity=0.3)",-0.5,0.3,1019
This Congress can be the one that finally makes it happen.,"Sentiment(polarity=0.0, subjectivity=1.0)",0,1,1020
"Most importantly, these four pillars will produce legislation that fulfills my ironclad pledge to sign a bill that puts America first.","Sentiment(polarity=0.3833333333333333, subjectivity=0.611111111111111)",0.383333333,0.611111111,1021
"So let's come together, set politics aside, and finally get the job done.","Sentiment(polarity=0.0, subjectivity=1.0)",0,1,1022
These reforms will also support our response to the terrible crisis of opioid and drug addiction.,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,1023
Never before has it been like it is now.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1024
It is terrible.,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,1025
We have to do something about it.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1026
"In 2016, we lost 64,000 Americans to drug overdoses: 174 deaths per day, 7 per hour.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1027
We must get much tougher on drug dealers and pushers if we are going to succeed in stopping this scourge.,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,1028
"My administration is committed to fighting the drug epidemic and helping get treatment for those in need, for those who have been so terribly hurt.","Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,1029
"The struggle will be long, and it will be difficult, but as Americans always do, in the end, we will succeed.","Sentiment(polarity=-0.275, subjectivity=0.7)",-0.275,0.7,1030
We will prevail.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1031
"As we have seen tonight, the most difficult challenges bring out the best in America.","Sentiment(polarity=0.3333333333333333, subjectivity=0.6)",0.333333333,0.6,1032
We see a vivid expression of this truth in the story of the Holets family of New Mexico.,"Sentiment(polarity=0.13068181818181818, subjectivity=0.6022727272727273)",0.130681818,0.602272727,1033
"Ryan Holets is 27 years old, an officer with the Albuquerque Police Department.","Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.2,1034
He's here tonight with his wife Rebecca.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1035
"Thank you, Ryan.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1036
"Last year, Ryan was on duty when he saw a pregnant, homeless woman preparing to inject heroin.","Sentiment(polarity=0.16666666666666666, subjectivity=0.2833333333333333)",0.166666667,0.283333333,1037
"When Ryan told her she was going to harm her unborn child, she began to weep.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1038
"She told him she didn't know where to turn, but badly wanted a safe home for her baby.","Sentiment(polarity=-0.09999999999999992, subjectivity=0.5833333333333333)",-0.1,0.583333333,1039
"In that moment, Ryan said he felt God speak to him: ""You will do it, because you can.""","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1040
He heard those words.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1041
He took out a picture of his wife and their four kids.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1042
"Then, he went home to tell his wife Rebecca.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1043
"In an instant, she agreed to adopt.","Sentiment(polarity=0.0, subjectivity=0.6666666666666666)",0,0.666666667,1044
The Holets named their new daughter Hope.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,1045
"Ryan and Rebecca, you embody the goodness of our Nation.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1046
Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1047
"Thank you, Ryan and Rebecca.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1048
"As we rebuild America's strength and confidence at home, we are also restoring our strength and standing abroad.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1049
"Around the world, we face rogue regimes, terrorist groups, and rivals like China and Russia that challenge our interests, our economy, and our values.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1050
"In confronting these horrible dangers, we know that weakness is the surest path to conflict and unmatched power is the surest means to our true and great defense.","Sentiment(polarity=0.05000000000000001, subjectivity=0.7999999999999999)",0.05,0.8,1051
"For this reason, I am asking Congress to end the dangerous defense sequester and fully fund our great military.","Sentiment(polarity=0.033333333333333354, subjectivity=0.5833333333333334)",0.033333333,0.583333333,1052
"As part of our defense, we must modernize and rebuild our nuclear arsenal, hopefully, never having to use it, but making it so strong and so powerful that it will deter any acts of aggression by any other nation or anyone else.","Sentiment(polarity=0.20277777777777775, subjectivity=0.7027777777777778)",0.202777778,0.702777778,1053
"Perhaps someday in the future, there will be a magical moment when the countries of the world will get together to eliminate their nuclear weapons.","Sentiment(polarity=0.25, subjectivity=0.5625)",0.25,0.5625,1054
"Unfortunately, we are not there yet, sadly.","Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1,1055
"Last year, I also pledged that we would work with our allies to extinguish ISIS from the face of the Earth.","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,1056
"One year later, I am proud to report that the coalition to defeat ISIS has liberated very close to 100 percent of the territory just recently held by these killers in Iraq and in Syria and in other locations as well.","Sentiment(polarity=0.175, subjectivity=0.385)",0.175,0.385,1057
But there is much more work to be done.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,1058
We will continue our fight until ISIS is defeated.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1059
Army Staff Sergeant Justin Peck is here tonight.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1060
"Near Raqqa, last November, Justin and his comrade, Chief Petty Officer Kenton Stacy, were on a mission to clear buildings that ISIS had rigged with explosive so that civilians could return to that city, hopefully, soon and, hopefully, safely.","Sentiment(polarity=0.175, subjectivity=0.3375)",0.175,0.3375,1061
"Clearing the second floor of a vital hospital, Kenton Stacy was severely wounded by an explosion.","Sentiment(polarity=0.05, subjectivity=0.2)",0.05,0.2,1062
"Immediately, Justin bounded into the booby-trapped and unbelievably dangerous and unsafe building, and found Kenton, but in very, very bad shape.","Sentiment(polarity=-0.7549999999999999, subjectivity=0.8833333333333333)",-0.755,0.883333333,1063
He applied pressure to the wound and inserted a tube to reopen an airway.,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1064
He then performed CPR for 20 straight minutes during the ground transport and maintained artificial respiration through 2� hours and through emergency surgery.,"Sentiment(polarity=-0.19999999999999998, subjectivity=0.7)",-0.2,0.7,1065
Kenton Stacy would have died if it were not for Justin's selfless love for his fellow warrior.,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,1066
"Tonight Kenton is recovering in Texas, Raqqa is liberated, and Justin is wearing his new Bronze Star, with a ""V"" for valor.","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,1067
"Staff Sergeant Peck, all of America salutes you.","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,1068
Terrorists who do things like place bombs in civilian hospitals are evil.,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1,1,1069
"When possible, we have no choice but to annihilate them.","Sentiment(polarity=0.0, subjectivity=1.0)",0,1,1070
